start_time,trip_count
"1/6/2014 1",2
"1/6/2014 10",36
"1/6/2014 11",29
"1/6/2014 12",51
"1/6/2014 13",34
"1/6/2014 14",23
"1/6/2014 15",44
"1/6/2014 16",104
"1/6/2014 17",111
"1/6/2014 18",74
"1/6/2014 19",46
"1/6/2014 20",24
"1/6/2014 21",12
"1/6/2014 22",1
"1/6/2014 23",1
"1/6/2014 3",1
"1/6/2014 4",1
"1/6/2014 5",6
"1/6/2014 6",22
"1/6/2014 7",74
"1/6/2014 8",136
"1/6/2014 9",83
"1/6/2015 0",2
"1/6/2015 10",36
"1/6/2015 11",29
"1/6/2015 12",36
"1/6/2015 13",52
"1/6/2015 14",31
"1/6/2015 15",42
"1/6/2015 16",121
"1/6/2015 17",188
"1/6/2015 18",135
"1/6/2015 19",53
"1/6/2015 20",22
"1/6/2015 21",9
"1/6/2015 22",5
"1/6/2015 23",3
"1/6/2015 4",2
"1/6/2015 5",11
"1/6/2015 6",30
"1/6/2015 7",101
"1/6/2015 8",201
"1/6/2015 9",146
"1/7/2014 0",1
"1/7/2014 1",1
"1/7/2014 10",47
"1/7/2014 11",28
"1/7/2014 12",36
"1/7/2014 13",34
"1/7/2014 14",15
"1/7/2014 15",46
"1/7/2014 16",90
"1/7/2014 17",124
"1/7/2014 18",92
"1/7/2014 19",39
"1/7/2014 20",24
"1/7/2014 21",10
"1/7/2014 22",5
"1/7/2014 23",3
"1/7/2014 4",1
"1/7/2014 5",7
"1/7/2014 6",25
"1/7/2014 7",81
"1/7/2014 8",147
"1/7/2014 9",111
"1/7/2015 10",60
"1/7/2015 11",45
"1/7/2015 12",34
"1/7/2015 13",43
"1/7/2015 14",35
"1/7/2015 15",58
"1/7/2015 16",102
"1/7/2015 17",176
"1/7/2015 18",129
"1/7/2015 19",54
"1/7/2015 20",24
"1/7/2015 21",22
"1/7/2015 22",14
"1/7/2015 23",2
"1/7/2015 3",1
"1/7/2015 4",2
"1/7/2015 5",10
"1/7/2015 6",28
"1/7/2015 7",90
"1/7/2015 8",210
"1/7/2015 9",162
"1/8/2014 0",1
"1/8/2014 1",1
"1/8/2014 10",45
"1/8/2014 11",44
"1/8/2014 12",56
"1/8/2014 13",35
"1/8/2014 14",28
"1/8/2014 15",36
"1/8/2014 16",75
"1/8/2014 17",112
"1/8/2014 18",91
"1/8/2014 19",49
"1/8/2014 2",1
"1/8/2014 20",29
"1/8/2014 21",24
"1/8/2014 22",5
"1/8/2014 23",3
"1/8/2014 3",1
"1/8/2014 4",1
"1/8/2014 5",7
"1/8/2014 6",25
"1/8/2014 7",69
"1/8/2014 8",138
"1/8/2014 9",91
"1/8/2015 0",3
"1/8/2015 1",3
"1/8/2015 10",48
"1/8/2015 11",54
"1/8/2015 12",36
"1/8/2015 13",46
"1/8/2015 14",44
"1/8/2015 15",50
"1/8/2015 16",129
"1/8/2015 17",178
"1/8/2015 18",124
"1/8/2015 19",51
"1/8/2015 20",25
"1/8/2015 21",17
"1/8/2015 22",9
"1/8/2015 23",6
"1/8/2015 3",1
"1/8/2015 4",4
"1/8/2015 5",4
"1/8/2015 6",26
"1/8/2015 7",111
"1/8/2015 8",182
"1/8/2015 9",144
"1/9/2014 0",1
"1/9/2014 1",3
"1/9/2014 10",47
"1/9/2014 11",43
"1/9/2014 12",64
"1/9/2014 13",66
"1/9/2014 14",35
"1/9/2014 15",40
"1/9/2014 16",69
"1/9/2014 17",117
"1/9/2014 18",90
"1/9/2014 19",42
"1/9/2014 2",2
"1/9/2014 20",26
"1/9/2014 21",14
"1/9/2014 22",14
"1/9/2014 23",6
"1/9/2014 5",7
"1/9/2014 6",19
"1/9/2014 7",61
"1/9/2014 8",123
"1/9/2014 9",91
"1/9/2015 0",1
"1/9/2015 1",4
"1/9/2015 10",53
"1/9/2015 11",44
"1/9/2015 12",46
"1/9/2015 13",49
"1/9/2015 14",42
"1/9/2015 15",52
"1/9/2015 16",120
"1/9/2015 17",153
"1/9/2015 18",92
"1/9/2015 19",30
"1/9/2015 20",15
"1/9/2015 21",12
"1/9/2015 22",4
"1/9/2015 23",6
"1/9/2015 4",2
"1/9/2015 5",4
"1/9/2015 6",21
"1/9/2015 7",92
"1/9/2015 8",183
"1/9/2015 9",148
"10/1/2013 0",4
"10/1/2013 10",48
"10/1/2013 11",39
"10/1/2013 12",59
"10/1/2013 13",64
"10/1/2013 14",50
"10/1/2013 15",53
"10/1/2013 16",77
"10/1/2013 17",126
"10/1/2013 18",94
"10/1/2013 19",53
"10/1/2013 2",1
"10/1/2013 20",38
"10/1/2013 21",22
"10/1/2013 22",13
"10/1/2013 23",6
"10/1/2013 4",1
"10/1/2013 5",3
"10/1/2013 6",35
"10/1/2013 7",77
"10/1/2013 8",123
"10/1/2013 9",86
"10/1/2014 0",2
"10/1/2014 1",1
"10/1/2014 10",53
"10/1/2014 11",47
"10/1/2014 12",57
"10/1/2014 13",63
"10/1/2014 14",33
"10/1/2014 15",50
"10/1/2014 16",128
"10/1/2014 17",179
"10/1/2014 18",130
"10/1/2014 19",55
"10/1/2014 2",2
"10/1/2014 20",36
"10/1/2014 21",31
"10/1/2014 22",9
"10/1/2014 23",13
"10/1/2014 3",2
"10/1/2014 4",2
"10/1/2014 5",10
"10/1/2014 6",34
"10/1/2014 7",105
"10/1/2014 8",210
"10/1/2014 9",141
"10/10/2013 0",2
"10/10/2013 10",57
"10/10/2013 11",50
"10/10/2013 12",64
"10/10/2013 13",57
"10/10/2013 14",55
"10/10/2013 15",52
"10/10/2013 16",113
"10/10/2013 17",133
"10/10/2013 18",99
"10/10/2013 19",41
"10/10/2013 20",24
"10/10/2013 21",8
"10/10/2013 22",12
"10/10/2013 23",8
"10/10/2013 4",2
"10/10/2013 5",5
"10/10/2013 6",27
"10/10/2013 7",63
"10/10/2013 8",121
"10/10/2013 9",93
"10/10/2014 0",9
"10/10/2014 1",1
"10/10/2014 10",55
"10/10/2014 11",57
"10/10/2014 12",60
"10/10/2014 13",79
"10/10/2014 14",65
"10/10/2014 15",59
"10/10/2014 16",122
"10/10/2014 17",183
"10/10/2014 18",104
"10/10/2014 19",42
"10/10/2014 20",13
"10/10/2014 21",19
"10/10/2014 22",12
"10/10/2014 23",6
"10/10/2014 5",8
"10/10/2014 6",22
"10/10/2014 7",82
"10/10/2014 8",186
"10/10/2014 9",115
"10/11/2013 0",3
"10/11/2013 1",3
"10/11/2013 10",41
"10/11/2013 11",49
"10/11/2013 12",67
"10/11/2013 13",61
"10/11/2013 14",54
"10/11/2013 15",48
"10/11/2013 16",105
"10/11/2013 17",112
"10/11/2013 18",81
"10/11/2013 19",30
"10/11/2013 20",22
"10/11/2013 21",16
"10/11/2013 22",8
"10/11/2013 23",6
"10/11/2013 3",1
"10/11/2013 4",4
"10/11/2013 5",7
"10/11/2013 6",16
"10/11/2013 7",66
"10/11/2013 8",122
"10/11/2013 9",92
"10/11/2014 0",4
"10/11/2014 1",1
"10/11/2014 10",20
"10/11/2014 11",50
"10/11/2014 12",76
"10/11/2014 13",55
"10/11/2014 14",47
"10/11/2014 15",45
"10/11/2014 16",57
"10/11/2014 17",44
"10/11/2014 18",22
"10/11/2014 19",27
"10/11/2014 2",4
"10/11/2014 20",15
"10/11/2014 21",17
"10/11/2014 22",14
"10/11/2014 23",9
"10/11/2014 3",2
"10/11/2014 4",1
"10/11/2014 5",1
"10/11/2014 6",2
"10/11/2014 7",7
"10/11/2014 8",9
"10/11/2014 9",23
"10/12/2013 0",8
"10/12/2013 1",2
"10/12/2013 10",41
"10/12/2013 11",56
"10/12/2013 12",53
"10/12/2013 13",79
"10/12/2013 14",60
"10/12/2013 15",64
"10/12/2013 16",59
"10/12/2013 17",44
"10/12/2013 18",50
"10/12/2013 19",30
"10/12/2013 20",18
"10/12/2013 21",15
"10/12/2013 22",17
"10/12/2013 23",14
"10/12/2013 5",1
"10/12/2013 6",7
"10/12/2013 7",6
"10/12/2013 8",24
"10/12/2013 9",17
"10/12/2014 0",4
"10/12/2014 1",3
"10/12/2014 10",21
"10/12/2014 11",31
"10/12/2014 12",33
"10/12/2014 13",43
"10/12/2014 14",40
"10/12/2014 15",43
"10/12/2014 16",45
"10/12/2014 17",47
"10/12/2014 18",30
"10/12/2014 19",15
"10/12/2014 2",4
"10/12/2014 20",12
"10/12/2014 21",9
"10/12/2014 22",6
"10/12/2014 23",11
"10/12/2014 3",1
"10/12/2014 6",2
"10/12/2014 7",3
"10/12/2014 8",6
"10/12/2014 9",38
"10/13/2013 0",9
"10/13/2013 1",1
"10/13/2013 10",53
"10/13/2013 11",46
"10/13/2013 12",47
"10/13/2013 13",64
"10/13/2013 14",57
"10/13/2013 15",65
"10/13/2013 16",45
"10/13/2013 17",53
"10/13/2013 18",28
"10/13/2013 19",18
"10/13/2013 2",4
"10/13/2013 20",11
"10/13/2013 21",10
"10/13/2013 22",5
"10/13/2013 23",5
"10/13/2013 4",1
"10/13/2013 6",3
"10/13/2013 7",8
"10/13/2013 8",15
"10/13/2013 9",24
"10/13/2014 10",62
"10/13/2014 11",47
"10/13/2014 12",48
"10/13/2014 13",52
"10/13/2014 14",42
"10/13/2014 15",45
"10/13/2014 16",101
"10/13/2014 17",188
"10/13/2014 18",99
"10/13/2014 19",49
"10/13/2014 2",2
"10/13/2014 20",40
"10/13/2014 21",25
"10/13/2014 22",8
"10/13/2014 23",5
"10/13/2014 3",1
"10/13/2014 4",1
"10/13/2014 5",5
"10/13/2014 6",32
"10/13/2014 7",114
"10/13/2014 8",169
"10/13/2014 9",126
"10/14/2013 0",3
"10/14/2013 1",1
"10/14/2013 10",47
"10/14/2013 11",46
"10/14/2013 12",71
"10/14/2013 13",71
"10/14/2013 14",45
"10/14/2013 15",55
"10/14/2013 16",84
"10/14/2013 17",136
"10/14/2013 18",90
"10/14/2013 19",44
"10/14/2013 20",24
"10/14/2013 21",23
"10/14/2013 22",14
"10/14/2013 23",5
"10/14/2013 5",7
"10/14/2013 6",23
"10/14/2013 7",65
"10/14/2013 8",103
"10/14/2013 9",93
"10/14/2014 0",2
"10/14/2014 1",2
"10/14/2014 10",53
"10/14/2014 11",55
"10/14/2014 12",87
"10/14/2014 13",53
"10/14/2014 14",46
"10/14/2014 15",60
"10/14/2014 16",130
"10/14/2014 17",192
"10/14/2014 18",138
"10/14/2014 19",66
"10/14/2014 20",35
"10/14/2014 21",30
"10/14/2014 22",23
"10/14/2014 23",8
"10/14/2014 5",7
"10/14/2014 6",32
"10/14/2014 7",111
"10/14/2014 8",223
"10/14/2014 9",143
"10/15/2013 0",3
"10/15/2013 1",1
"10/15/2013 10",45
"10/15/2013 11",55
"10/15/2013 12",73
"10/15/2013 13",82
"10/15/2013 14",48
"10/15/2013 15",44
"10/15/2013 16",102
"10/15/2013 17",150
"10/15/2013 18",105
"10/15/2013 19",43
"10/15/2013 2",2
"10/15/2013 20",34
"10/15/2013 21",20
"10/15/2013 22",10
"10/15/2013 23",7
"10/15/2013 4",3
"10/15/2013 5",7
"10/15/2013 6",22
"10/15/2013 7",74
"10/15/2013 8",116
"10/15/2013 9",127
"10/15/2014 0",1
"10/15/2014 1",2
"10/15/2014 10",46
"10/15/2014 11",51
"10/15/2014 12",69
"10/15/2014 13",38
"10/15/2014 14",36
"10/15/2014 15",51
"10/15/2014 16",126
"10/15/2014 17",176
"10/15/2014 18",130
"10/15/2014 19",44
"10/15/2014 20",32
"10/15/2014 21",54
"10/15/2014 22",32
"10/15/2014 23",12
"10/15/2014 3",1
"10/15/2014 4",1
"10/15/2014 5",6
"10/15/2014 6",39
"10/15/2014 7",104
"10/15/2014 8",187
"10/15/2014 9",146
"10/16/2013 0",4
"10/16/2013 10",58
"10/16/2013 11",47
"10/16/2013 12",56
"10/16/2013 13",68
"10/16/2013 14",36
"10/16/2013 15",58
"10/16/2013 16",91
"10/16/2013 17",163
"10/16/2013 18",114
"10/16/2013 19",57
"10/16/2013 2",1
"10/16/2013 20",24
"10/16/2013 21",29
"10/16/2013 22",11
"10/16/2013 23",7
"10/16/2013 4",2
"10/16/2013 5",4
"10/16/2013 6",17
"10/16/2013 7",69
"10/16/2013 8",136
"10/16/2013 9",113
"10/16/2014 0",4
"10/16/2014 1",2
"10/16/2014 10",57
"10/16/2014 11",46
"10/16/2014 12",42
"10/16/2014 13",58
"10/16/2014 14",44
"10/16/2014 15",66
"10/16/2014 16",154
"10/16/2014 17",182
"10/16/2014 18",129
"10/16/2014 19",57
"10/16/2014 20",58
"10/16/2014 21",36
"10/16/2014 22",19
"10/16/2014 23",11
"10/16/2014 4",1
"10/16/2014 5",5
"10/16/2014 6",25
"10/16/2014 7",103
"10/16/2014 8",224
"10/16/2014 9",139
"10/17/2013 0",2
"10/17/2013 1",2
"10/17/2013 10",54
"10/17/2013 11",59
"10/17/2013 12",90
"10/17/2013 13",84
"10/17/2013 14",50
"10/17/2013 15",48
"10/17/2013 16",102
"10/17/2013 17",147
"10/17/2013 18",106
"10/17/2013 19",59
"10/17/2013 2",1
"10/17/2013 20",35
"10/17/2013 21",38
"10/17/2013 22",13
"10/17/2013 23",11
"10/17/2013 4",6
"10/17/2013 5",4
"10/17/2013 6",24
"10/17/2013 7",78
"10/17/2013 8",123
"10/17/2013 9",91
"10/17/2014 0",10
"10/17/2014 10",64
"10/17/2014 11",54
"10/17/2014 12",58
"10/17/2014 13",45
"10/17/2014 14",42
"10/17/2014 15",67
"10/17/2014 16",114
"10/17/2014 17",154
"10/17/2014 18",102
"10/17/2014 19",40
"10/17/2014 20",21
"10/17/2014 21",7
"10/17/2014 22",16
"10/17/2014 23",13
"10/17/2014 5",4
"10/17/2014 6",31
"10/17/2014 7",87
"10/17/2014 8",184
"10/17/2014 9",144
"10/18/2013 0",1
"10/18/2013 1",4
"10/18/2013 10",51
"10/18/2013 11",69
"10/18/2013 12",70
"10/18/2013 13",71
"10/18/2013 14",58
"10/18/2013 15",67
"10/18/2013 16",109
"10/18/2013 17",130
"10/18/2013 18",80
"10/18/2013 19",41
"10/18/2013 20",26
"10/18/2013 21",14
"10/18/2013 22",11
"10/18/2013 23",5
"10/18/2013 4",4
"10/18/2013 5",3
"10/18/2013 6",29
"10/18/2013 7",64
"10/18/2013 8",113
"10/18/2013 9",83
"10/18/2014 0",4
"10/18/2014 1",3
"10/18/2014 10",33
"10/18/2014 11",48
"10/18/2014 12",51
"10/18/2014 13",39
"10/18/2014 14",39
"10/18/2014 15",23
"10/18/2014 16",41
"10/18/2014 17",30
"10/18/2014 18",25
"10/18/2014 19",15
"10/18/2014 20",18
"10/18/2014 21",16
"10/18/2014 22",11
"10/18/2014 23",6
"10/18/2014 4",1
"10/18/2014 6",1
"10/18/2014 7",9
"10/18/2014 8",22
"10/18/2014 9",39
"10/19/2013 0",10
"10/19/2013 10",47
"10/19/2013 11",65
"10/19/2013 12",54
"10/19/2013 13",57
"10/19/2013 14",64
"10/19/2013 15",67
"10/19/2013 16",57
"10/19/2013 17",59
"10/19/2013 18",39
"10/19/2013 19",18
"10/19/2013 2",5
"10/19/2013 20",18
"10/19/2013 21",4
"10/19/2013 22",2
"10/19/2013 23",7
"10/19/2013 5",1
"10/19/2013 6",4
"10/19/2013 7",6
"10/19/2013 8",20
"10/19/2013 9",31
"10/19/2014 0",7
"10/19/2014 1",7
"10/19/2014 10",28
"10/19/2014 11",31
"10/19/2014 12",40
"10/19/2014 13",37
"10/19/2014 14",48
"10/19/2014 15",44
"10/19/2014 16",34
"10/19/2014 17",30
"10/19/2014 18",22
"10/19/2014 19",12
"10/19/2014 20",5
"10/19/2014 21",11
"10/19/2014 22",6
"10/19/2014 23",1
"10/19/2014 3",1
"10/19/2014 5",2
"10/19/2014 6",7
"10/19/2014 7",11
"10/19/2014 8",15
"10/19/2014 9",19
"10/2/2013 0",2
"10/2/2013 10",47
"10/2/2013 11",47
"10/2/2013 12",64
"10/2/2013 13",54
"10/2/2013 14",46
"10/2/2013 15",62
"10/2/2013 16",93
"10/2/2013 17",133
"10/2/2013 18",88
"10/2/2013 19",45
"10/2/2013 2",1
"10/2/2013 20",27
"10/2/2013 21",22
"10/2/2013 22",9
"10/2/2013 23",4
"10/2/2013 3",1
"10/2/2013 4",2
"10/2/2013 5",3
"10/2/2013 6",29
"10/2/2013 7",63
"10/2/2013 8",109
"10/2/2013 9",110
"10/2/2014 0",3
"10/2/2014 1",1
"10/2/2014 10",49
"10/2/2014 11",48
"10/2/2014 12",63
"10/2/2014 13",61
"10/2/2014 14",64
"10/2/2014 15",66
"10/2/2014 16",112
"10/2/2014 17",180
"10/2/2014 18",153
"10/2/2014 19",59
"10/2/2014 20",37
"10/2/2014 21",27
"10/2/2014 22",24
"10/2/2014 23",5
"10/2/2014 4",1
"10/2/2014 5",7
"10/2/2014 6",32
"10/2/2014 7",108
"10/2/2014 8",212
"10/2/2014 9",140
"10/20/2013 0",6
"10/20/2013 1",3
"10/20/2013 10",24
"10/20/2013 11",35
"10/20/2013 12",43
"10/20/2013 13",44
"10/20/2013 14",46
"10/20/2013 15",58
"10/20/2013 16",36
"10/20/2013 17",19
"10/20/2013 18",27
"10/20/2013 19",12
"10/20/2013 2",2
"10/20/2013 20",9
"10/20/2013 21",9
"10/20/2013 22",5
"10/20/2013 23",6
"10/20/2013 3",2
"10/20/2013 4",1
"10/20/2013 6",9
"10/20/2013 7",17
"10/20/2013 8",15
"10/20/2013 9",24
"10/20/2014 0",2
"10/20/2014 10",37
"10/20/2014 11",26
"10/20/2014 12",40
"10/20/2014 13",41
"10/20/2014 14",33
"10/20/2014 15",51
"10/20/2014 16",122
"10/20/2014 17",194
"10/20/2014 18",131
"10/20/2014 19",65
"10/20/2014 2",2
"10/20/2014 20",31
"10/20/2014 21",13
"10/20/2014 22",3
"10/20/2014 23",6
"10/20/2014 4",1
"10/20/2014 5",4
"10/20/2014 6",38
"10/20/2014 7",108
"10/20/2014 8",241
"10/20/2014 9",77
"10/21/2013 0",1
"10/21/2013 10",47
"10/21/2013 11",49
"10/21/2013 12",63
"10/21/2013 13",49
"10/21/2013 14",43
"10/21/2013 15",34
"10/21/2013 16",84
"10/21/2013 17",132
"10/21/2013 18",92
"10/21/2013 19",45
"10/21/2013 20",26
"10/21/2013 21",17
"10/21/2013 22",8
"10/21/2013 23",5
"10/21/2013 4",4
"10/21/2013 5",5
"10/21/2013 6",29
"10/21/2013 7",74
"10/21/2013 8",125
"10/21/2013 9",83
"10/21/2014 10",69
"10/21/2014 11",55
"10/21/2014 12",58
"10/21/2014 13",41
"10/21/2014 14",46
"10/21/2014 15",59
"10/21/2014 16",135
"10/21/2014 17",184
"10/21/2014 18",118
"10/21/2014 19",52
"10/21/2014 20",46
"10/21/2014 21",26
"10/21/2014 22",10
"10/21/2014 23",5
"10/21/2014 3",1
"10/21/2014 4",1
"10/21/2014 5",9
"10/21/2014 6",41
"10/21/2014 7",116
"10/21/2014 8",205
"10/21/2014 9",133
"10/22/2013 0",3
"10/22/2013 10",44
"10/22/2013 11",37
"10/22/2013 12",45
"10/22/2013 13",51
"10/22/2013 14",43
"10/22/2013 15",52
"10/22/2013 16",88
"10/22/2013 17",123
"10/22/2013 18",115
"10/22/2013 19",46
"10/22/2013 20",29
"10/22/2013 21",16
"10/22/2013 22",8
"10/22/2013 23",2
"10/22/2013 3",1
"10/22/2013 4",3
"10/22/2013 5",6
"10/22/2013 6",22
"10/22/2013 7",74
"10/22/2013 8",129
"10/22/2013 9",89
"10/22/2014 0",1
"10/22/2014 1",1
"10/22/2014 10",54
"10/22/2014 11",40
"10/22/2014 12",52
"10/22/2014 13",43
"10/22/2014 14",40
"10/22/2014 15",65
"10/22/2014 16",111
"10/22/2014 17",162
"10/22/2014 18",110
"10/22/2014 19",59
"10/22/2014 2",1
"10/22/2014 20",47
"10/22/2014 21",17
"10/22/2014 22",7
"10/22/2014 23",7
"10/22/2014 3",1
"10/22/2014 4",1
"10/22/2014 5",8
"10/22/2014 6",44
"10/22/2014 7",99
"10/22/2014 8",217
"10/22/2014 9",132
"10/23/2013 0",3
"10/23/2013 10",63
"10/23/2013 11",44
"10/23/2013 12",58
"10/23/2013 13",56
"10/23/2013 14",42
"10/23/2013 15",31
"10/23/2013 16",91
"10/23/2013 17",131
"10/23/2013 18",83
"10/23/2013 19",44
"10/23/2013 20",27
"10/23/2013 21",15
"10/23/2013 22",11
"10/23/2013 23",3
"10/23/2013 4",4
"10/23/2013 5",3
"10/23/2013 6",17
"10/23/2013 7",66
"10/23/2013 8",140
"10/23/2013 9",97
"10/23/2014 0",2
"10/23/2014 1",2
"10/23/2014 10",53
"10/23/2014 11",56
"10/23/2014 12",67
"10/23/2014 13",59
"10/23/2014 14",47
"10/23/2014 15",54
"10/23/2014 16",116
"10/23/2014 17",179
"10/23/2014 18",135
"10/23/2014 19",48
"10/23/2014 2",1
"10/23/2014 20",33
"10/23/2014 21",30
"10/23/2014 22",29
"10/23/2014 23",7
"10/23/2014 3",1
"10/23/2014 4",2
"10/23/2014 5",6
"10/23/2014 6",31
"10/23/2014 7",102
"10/23/2014 8",201
"10/23/2014 9",128
"10/24/2013 0",3
"10/24/2013 1",1
"10/24/2013 10",55
"10/24/2013 11",42
"10/24/2013 12",65
"10/24/2013 13",46
"10/24/2013 14",42
"10/24/2013 15",46
"10/24/2013 16",89
"10/24/2013 17",124
"10/24/2013 18",102
"10/24/2013 19",51
"10/24/2013 20",18
"10/24/2013 21",18
"10/24/2013 22",14
"10/24/2013 23",7
"10/24/2013 3",1
"10/24/2013 4",5
"10/24/2013 5",7
"10/24/2013 6",16
"10/24/2013 7",70
"10/24/2013 8",125
"10/24/2013 9",106
"10/24/2014 0",3
"10/24/2014 1",1
"10/24/2014 10",56
"10/24/2014 11",57
"10/24/2014 12",70
"10/24/2014 13",49
"10/24/2014 14",56
"10/24/2014 15",94
"10/24/2014 16",160
"10/24/2014 17",178
"10/24/2014 18",90
"10/24/2014 19",36
"10/24/2014 20",38
"10/24/2014 21",27
"10/24/2014 22",28
"10/24/2014 23",16
"10/24/2014 5",6
"10/24/2014 6",35
"10/24/2014 7",94
"10/24/2014 8",191
"10/24/2014 9",142
"10/25/2013 0",3
"10/25/2013 1",2
"10/25/2013 10",41
"10/25/2013 11",50
"10/25/2013 12",75
"10/25/2013 13",51
"10/25/2013 14",46
"10/25/2013 15",48
"10/25/2013 16",99
"10/25/2013 17",116
"10/25/2013 18",85
"10/25/2013 19",43
"10/25/2013 20",27
"10/25/2013 21",26
"10/25/2013 22",17
"10/25/2013 23",17
"10/25/2013 4",2
"10/25/2013 5",6
"10/25/2013 6",16
"10/25/2013 7",55
"10/25/2013 8",127
"10/25/2013 9",96
"10/25/2014 0",4
"10/25/2014 1",4
"10/25/2014 10",30
"10/25/2014 11",28
"10/25/2014 12",44
"10/25/2014 13",43
"10/25/2014 14",37
"10/25/2014 15",43
"10/25/2014 16",27
"10/25/2014 17",16
"10/25/2014 18",29
"10/25/2014 19",10
"10/25/2014 2",5
"10/25/2014 20",9
"10/25/2014 21",13
"10/25/2014 22",15
"10/25/2014 23",13
"10/25/2014 3",1
"10/25/2014 4",1
"10/25/2014 7",4
"10/25/2014 8",12
"10/25/2014 9",18
"10/26/2013 0",7
"10/26/2013 1",2
"10/26/2013 10",45
"10/26/2013 11",48
"10/26/2013 12",64
"10/26/2013 13",47
"10/26/2013 14",43
"10/26/2013 15",45
"10/26/2013 16",45
"10/26/2013 17",27
"10/26/2013 18",23
"10/26/2013 19",6
"10/26/2013 2",2
"10/26/2013 20",6
"10/26/2013 21",6
"10/26/2013 22",11
"10/26/2013 23",8
"10/26/2013 4",2
"10/26/2013 5",4
"10/26/2013 6",2
"10/26/2013 7",10
"10/26/2013 8",19
"10/26/2013 9",29
"10/26/2014 0",4
"10/26/2014 1",6
"10/26/2014 10",29
"10/26/2014 11",42
"10/26/2014 12",46
"10/26/2014 13",38
"10/26/2014 14",55
"10/26/2014 15",44
"10/26/2014 16",51
"10/26/2014 17",31
"10/26/2014 18",29
"10/26/2014 19",14
"10/26/2014 20",20
"10/26/2014 21",11
"10/26/2014 22",7
"10/26/2014 23",6
"10/26/2014 3",1
"10/26/2014 4",1
"10/26/2014 7",3
"10/26/2014 8",12
"10/26/2014 9",20
"10/27/2013 0",3
"10/27/2013 1",2
"10/27/2013 10",24
"10/27/2013 11",22
"10/27/2013 12",22
"10/27/2013 13",20
"10/27/2013 14",18
"10/27/2013 15",23
"10/27/2013 16",39
"10/27/2013 17",24
"10/27/2013 18",16
"10/27/2013 19",14
"10/27/2013 2",6
"10/27/2013 20",6
"10/27/2013 21",9
"10/27/2013 22",2
"10/27/2013 23",4
"10/27/2013 3",1
"10/27/2013 4",1
"10/27/2013 5",1
"10/27/2013 6",2
"10/27/2013 7",4
"10/27/2013 8",8
"10/27/2013 9",21
"10/27/2014 10",57
"10/27/2014 11",42
"10/27/2014 12",38
"10/27/2014 13",47
"10/27/2014 14",32
"10/27/2014 15",61
"10/27/2014 16",140
"10/27/2014 17",206
"10/27/2014 18",135
"10/27/2014 19",66
"10/27/2014 20",25
"10/27/2014 21",17
"10/27/2014 22",5
"10/27/2014 23",8
"10/27/2014 4",2
"10/27/2014 5",4
"10/27/2014 6",44
"10/27/2014 7",105
"10/27/2014 8",223
"10/27/2014 9",136
"10/28/2013 0",1
"10/28/2013 10",53
"10/28/2013 11",32
"10/28/2013 12",52
"10/28/2013 13",56
"10/28/2013 14",29
"10/28/2013 15",56
"10/28/2013 16",66
"10/28/2013 17",126
"10/28/2013 18",98
"10/28/2013 19",41
"10/28/2013 20",22
"10/28/2013 21",12
"10/28/2013 22",9
"10/28/2013 23",3
"10/28/2013 4",4
"10/28/2013 5",8
"10/28/2013 6",27
"10/28/2013 7",59
"10/28/2013 8",105
"10/28/2013 9",108
"10/28/2014 0",1
"10/28/2014 1",1
"10/28/2014 10",56
"10/28/2014 11",41
"10/28/2014 12",53
"10/28/2014 13",42
"10/28/2014 14",47
"10/28/2014 15",70
"10/28/2014 16",143
"10/28/2014 17",184
"10/28/2014 18",114
"10/28/2014 19",59
"10/28/2014 20",45
"10/28/2014 21",24
"10/28/2014 22",17
"10/28/2014 23",1
"10/28/2014 5",9
"10/28/2014 6",40
"10/28/2014 7",110
"10/28/2014 8",226
"10/28/2014 9",136
"10/29/2013 0",2
"10/29/2013 1",2
"10/29/2013 10",44
"10/29/2013 11",41
"10/29/2013 12",53
"10/29/2013 13",35
"10/29/2013 14",34
"10/29/2013 15",48
"10/29/2013 16",77
"10/29/2013 17",146
"10/29/2013 18",89
"10/29/2013 19",40
"10/29/2013 20",32
"10/29/2013 21",17
"10/29/2013 22",11
"10/29/2013 23",2
"10/29/2013 4",4
"10/29/2013 5",5
"10/29/2013 6",24
"10/29/2013 7",75
"10/29/2013 8",132
"10/29/2013 9",95
"10/29/2014 0",2
"10/29/2014 1",3
"10/29/2014 10",52
"10/29/2014 11",41
"10/29/2014 12",60
"10/29/2014 13",58
"10/29/2014 14",34
"10/29/2014 15",64
"10/29/2014 16",160
"10/29/2014 17",200
"10/29/2014 18",119
"10/29/2014 19",59
"10/29/2014 2",2
"10/29/2014 20",35
"10/29/2014 21",50
"10/29/2014 22",28
"10/29/2014 23",14
"10/29/2014 4",2
"10/29/2014 5",7
"10/29/2014 6",32
"10/29/2014 7",108
"10/29/2014 8",225
"10/29/2014 9",141
"10/3/2013 0",4
"10/3/2013 1",2
"10/3/2013 10",50
"10/3/2013 11",53
"10/3/2013 12",67
"10/3/2013 13",75
"10/3/2013 14",48
"10/3/2013 15",67
"10/3/2013 16",87
"10/3/2013 17",127
"10/3/2013 18",101
"10/3/2013 19",59
"10/3/2013 20",35
"10/3/2013 21",25
"10/3/2013 22",14
"10/3/2013 23",10
"10/3/2013 3",1
"10/3/2013 4",4
"10/3/2013 5",7
